11.6777, 35.5782, 0, 35.0379
10.5011, 35.5782, 0, 33.9408
7.23588, 35.5782, 0, 30.8266
2.02886, 35.5782, 0, 26.3673
-4.65355, 35.5782, 0, 21.4215
-12.1675, 35.5782, 0, 16.9018
-19.4696, 35.5782, 0, 13.8656
-25.7466, 35.5782, 0, 12.8124
-30.1926, 35.5782, 0, 13.8525
-32.7169, 35.5782, 0, 16.5243
-33.7725, 35.5782, 0, 20.1351
-33.9451, 35.5782, 0, 23.7095
-33.7239, 35.5782, 0, 26.5047
-33.392, 35.5782, 0, 28.1182
-33.0479, 35.5782, 0, 28.5439
-32.7589, 35.5782, 0, 28.0978
-32.5506, 35.5782, 0, 27.2623
-32.4294, 35.5782, 0, 26.5373
-32.3799, 35.5782, 0, 26.2513
-32.4198, 35.5782, 0, 26.5346
-32.5499, 35.5782, 0, 27.267
-32.7645, 35.5782, 0, 28.0949
-33.0483, 35.5782, 0, 28.5446
-33.3832, 35.5782, 0, 28.124
-33.7324, 35.5782, 0, 26.5072
-33.9521, 35.5782, 0, 23.7123
-33.7681, 35.5782, 0, 20.1351
-32.723, 35.5782, 0, 16.5129
-30.1776, 35.5782, 0, 13.8379
-25.7589, 35.5782, 0, 12.813
-19.4893, 35.5782, 0, 13.8635
-12.1376, 35.5782, 0, 16.9173
-4.61827, 35.5782, 0, 21.4092
2.01275, 35.5782, 0, 26.3718
7.22994, 35.5782, 0, 30.8462
10.5434, 35.5782, 0, 33.9352
11.6486, 35.5782, 0, 35.0378
10.5314, 35.5782, 0, 34.5457
8.32232, 35.5782, 0, 33.4406
4.06418, 35.5782, 0, 30.3638
-2.00869, 35.5782, 0, 25.9115
-9.21743, 35.5782, 0, 20.9389
-16.8003, 35.5782, 0, 16.4435
-23.7237, 35.5782, 0, 13.3894
-29.1098, 35.5782, 0, 12.3336
-32.4071, 35.5782, 0, 13.3392
-33.9246, 35.5782, 0, 16.051
-34.3061, 35.5782, 0, 19.6367
-34.1257, 35.5782, 0, 23.2384
-33.7563, 35.5782, 0, 26.0171
-33.3521, 35.5782, 0, 27.638
-32.9995, 35.5782, 0, 28.0516
-32.72, 35.5782, 0, 27.6075
-32.5198, 35.5782, 0, 26.7795
-32.4036, 35.5782, 0, 26.0476
-32.3675, 35.5782, 0, 25.7597
-32.4313, 35.5782, 0, 26.0511
-32.5681, 35.5782, 0, 26.7775
-32.7784, 35.5782, 0, 27.606
-33.0615, 35.5782, 0, 28.0585
-33.3904, 35.5782, 0, 27.6325
-33.6492, 35.5782, 0, 26.0142
-33.677, 35.5782, 0, 23.2139
-33.0956, 35.5782, 0, 19.6377
-31.3586, 35.5782, 0, 16.0425
-27.9614, 35.5782, 0, 13.3514
-22.7301, 35.5782, 0, 12.3234
-16.0358, 35.5782, 0, 13.3623
-8.77668, 35.5782, 0, 16.4001
-1.7407, 35.5782, 0, 20.9252
4.13314, 35.5782, 0, 25.895
8.41372, 35.5782, 0, 30.3774
10.5988, 35.5782, 0, 33.4469
10.5392, 35.5782, 0, 34.5543
7.37797, 35.5782, 0, 33.139
4.13378, 35.5782, 0, 32.0413
-1.07582, 35.5782, 0, 28.9612
-7.67542, 35.5782, 0, 24.493
-15.0965, 35.5782, 0, 19.4916
-22.3092, 35.5782, 0, 15.0432
-28.2433, 35.5782, 0, 11.9813
-32.214, 35.5782, 0, 10.9123
