11.6777, 33.2635, 0, 33.8093
10.5011, 33.2635, 0, 32.5744
7.23588, 33.2635, 0, 29.2034
2.02886, 33.2635, 0, 24.725
-4.65355, 33.2635, 0, 20.2543
-12.1675, 33.2635, 0, 16.67
-19.4696, 33.2635, 0, 14.6572
-25.7466, 33.2635, 0, 14.3212
-30.1926, 33.2635, 0, 15.6008
-32.7169, 33.2635, 0, 18.2403
-33.7725, 33.2635, 0, 21.9655
-33.9451, 33.2635, 0, 26.0964
-33.7239, 33.2635, 0, 29.7711
-33.392, 33.2635, 0, 32.0863
-33.0479, 33.2635, 0, 32.4627
-32.7589, 33.2635, 0, 30.9901
-32.5506, 33.2635, 0, 28.4697
-32.4294, 33.2635, 0, 26.2126
-32.3799, 33.2635, 0, 25.2996
-32.4198, 33.2635, 0, 26.204
-32.5499, 33.2635, 0, 28.4842
-32.7645, 33.2635, 0, 30.9814
-33.0483, 33.2635, 0, 32.4661
-33.3832, 33.2635, 0, 32.0949
-33.7324, 33.2635, 0, 29.7754
-33.9521, 33.2635, 0, 26.1007
-33.7681, 33.2635, 0, 21.9665
-32.723, 33.2635, 0, 18.2293
-30.1776, 33.2635, 0, 15.5856
-25.7589, 33.2635, 0, 14.3229
-19.4893, 33.2635, 0, 14.6598
-12.1376, 33.2635, 0, 16.6826
-4.61827, 33.2635, 0, 20.2423
2.01275, 33.2635, 0, 24.7295
7.22994, 33.2635, 0, 29.2243
10.5434, 33.2635, 0, 32.5683
11.6486, 33.2635, 0, 33.8093
10.5314, 33.2635, 0, 33.6867
8.32232, 33.2635, 0, 32.4388
4.06418, 33.2635, 0, 29.1085
-2.00869, 33.2635, 0, 24.6414
-9.21743, 33.2635, 0, 20.149
-16.8003, 33.2635, 0, 16.5812
-23.7237, 33.2635, 0, 14.5573
-29.1098, 33.2635, 0, 14.2117
-32.4071, 33.2635, 0, 15.451
-33.9246, 33.2635, 0, 18.1229
-34.3061, 33.2635, 0, 21.8249
-34.1257, 33.2635, 0, 25.9885
-33.7563, 33.2635, 0, 29.6483
-33.3521, 33.2635, 0, 31.9718
-32.9995, 33.2635, 0, 32.3432
-32.72, 33.2635, 0, 30.859
-32.5198, 33.2635, 0, 28.3631
-32.4036, 33.2635, 0, 26.0839
-32.3675, 33.2635, 0, 25.1772
-32.4313, 33.2635, 0, 26.0898
-32.5681, 33.2635, 0, 28.3586
-32.7784, 33.2635, 0, 30.8583
-33.0615, 33.2635, 0, 32.344
-33.3904, 33.2635, 0, 31.9647
-33.6492, 33.2635, 0, 29.6507
-33.677, 33.2635, 0, 25.971
-33.0956, 33.2635, 0, 21.8427
-31.3586, 33.2635, 0, 18.1291
-27.9614, 33.2635, 0, 15.4649
-22.7301, 33.2635, 0, 14.1841
-16.0358, 33.2635, 0, 14.5177
-8.77668, 33.2635, 0, 16.5321
-1.7407, 33.2635, 0, 20.1168
4.13314, 33.2635, 0, 24.618
8.41372, 33.2635, 0, 29.1232
10.5988, 33.2635, 0, 32.447
10.5392, 33.2635, 0, 33.6893
7.37797, 33.2635, 0, 33.1066
4.13378, 33.2635, 0, 31.8677
-1.07582, 33.2635, 0, 28.537
-7.67542, 33.2635, 0, 24.0527
-15.0965, 33.2635, 0, 19.5346
-22.3092, 33.2635, 0, 16.0191
-28.2433, 33.2635, 0, 13.9805
-32.214, 33.2635, 0, 13.6132
-34.1673, 33.2635, 0, 14.8607
-34.7446, 33.2635, 0, 17.5177
-34.6114, 33.2635, 0, 21.2203
-34.2014, 33.2635, 0, 25.3702
-33.7241, 33.2635, 0, 29.0601
-33.2847, 33.2635, 0, 31.3804
-32.9209, 33.2635, 0, 31.7697
-32.6526, 33.2635, 0, 30.2905
-32.4688, 33.2635, 0, 27.7744
-32.3638, 33.2635, 0, 25.5163
-32.3469, 33.2635, 0, 24.5965
-32.4176, 33.2635, 0, 25.5102
-32.5646, 33.2635, 0, 27.7762
-32.7951, 33.2635, 0, 30.298
-33.082, 33.2635, 0, 31.755
-33.3728, 33.2635, 0, 31.3913
-33.559, 33.2635, 0, 29.0744
-33.3883, 33.2635, 0, 25.4041
-32.4236, 33.2635, 0, 21.2659
-30.1457, 33.2635, 0, 17.5525
-26.1399, 33.2635, 0, 14.8627
-20.5834, 33.2635, 0, 13.5857
-13.8599, 33.2635, 0, 13.9287
-7.0103, 33.2635, 0, 15.9528
-0.676787, 33.2635, 0, 19.5081
4.27088, 33.2635, 0, 24.032
7.45589, 33.2635, 0, 28.5442
8.50252, 33.2635, 0, 31.892
7.3992, 33.2635, 0, 33.1148
2.28085, 33.2635, 0, 31.654
-1.86502, 33.2635, 0, 30.4164
-7.62947, 33.2635, 0, 27.0916
-14.5248, 33.2635, 0, 22.5973
-21.5898, 33.2635, 0, 18.1103
-27.7933, 33.2635, 0, 14.5649
-32.223, 33.2635, 0, 12.5127
-34.5462, 33.2635, 0, 12.1276
-35.285, 33.2635, 0, 13.3567
-35.1722, 33.2635, 0, 16.0332
-34.7032, 33.2635, 0, 19.7759
